income,balance,student,default
34896.55,594.81,No,No
60752.17,977.62,No,Yes
37216.13,914.38,Yes,No
33219.87,1542.42,No,Yes
37812.61,1305.25,No,Yes
33369.07,208.84,No,No
22673.83,260.94,Yes,No
44497.08,1115.39,No,No
36527.98,804.25,No,No
33751.91,615.2,Yes,No
20508.54,1326.64,No,Yes
50901.89,926.05,No,No
42382.14,860.74,No,No
26142.69,1212.58,No,Yes
46878.34,653.93,No,No
26880.9,1594.08,No,Yes
23087.42,454.18,No,No
23384.84,1153.13,Yes,Yes
9896.26,1528.93,Yes,Yes
39805.96,169.16,No,No
9095.02,669.3,Yes,Yes
17133.24,1387.87,No,Yes
5834.88,1395.14,No,Yes
32369.09,752.42,No,No
31512.18,480.0,No,Yes
29159.85,1297.77,No,Yes
19612.14,1407.86,No,Yes
17882.92,272.01,Yes,No
39710.3,253.02,Yes,No
26174.29,944.33,No,No
37736.27,1139.8,Yes,No
21710.44,690.71,No,No
35931.83,1163.95,No,Yes
50898.82,491.87,No,No
41334.69,0.0,Yes,No
28016.64,630.32,No,Yes
36947.26,865.96,Yes,Yes
30307.25,701.94,No,Yes
33622.1,274.94,Yes,No
29174.33,0.0,No,No
31325.26,586.7,Yes,No
36345.69,1269.58,Yes,No
20268.58,1443.01,No,Yes
19968.22,1409.88,Yes,Yes
14998.01,440.71,No,Yes
12174.18,277.31,Yes,No
17282.1,1075.6,No,Yes
35643.75,1142.57,No,Yes
21609.89,1028.94,Yes,Yes
40367.08,0.0,No,No
33979.98,416.05,No,No
7263.06,821.01,Yes,Yes
42252.41,1071.04,Yes,Yes
44330.62,1206.52,No,Yes
20261.85,905.15,No,Yes
39121.09,995.37,No,Yes
22093.88,876.42,No,Yes
34819.63,1167.01,No,Yes
16652.38,986.71,Yes,Yes
9602.34,867.17,No,Yes
28411.37,705.56,No,Yes
31866.83,874.69,No,No
28213.15,1069.77,No,Yes
17725.58,964.75,No,Yes
28183.55,1019.58,No,No
37108.58,1484.86,No,Yes
32918.26,963.63,Yes,No
35951.02,521.44,Yes,No
24579.67,1262.78,No,Yes
49144.2,174.53,No,No
17830.38,312.28,Yes,No
40019.59,997.82,No,No
49279.88,1085.16,No,Yes
39930.87,233.13,Yes,No
30815.93,650.2,No,No
26471.1,542.2,No,Yes
47335.3,599.96,No,No
14538.78,1291.8,No,Yes
20578.45,1177.11,No,Yes
28214.77,826.12,No,Yes
50023.59,571.28,Yes,No
38581.96,182.53,No,No
20606.17,1522.33,No,Yes
29378.43,1121.78,No,Yes
25323.77,493.55,Yes,No
24050.54,1183.45,Yes,Yes
46572.45,801.4,No,No
15222.06,696.49,No,No
54973.31,1045.89,No,No
44563.1,476.7,No,No
48065.82,669.09,No,No
27342.78,894.12,No,Yes
31517.24,593.78,No,No
14403.05,1159.01,No,Yes
26519.58,1739.46,No,Yes
40100.87,470.51,Yes,No
50802.59,29.93,Yes,No
18750.85,0.0,No,Yes
28642.25,762.59,No,No
31499.12,514.59,No,No
14901.36,935.91,No,Yes
41403.82,899.51,No,No
23861.14,59.88,No,No
30911.08,0.0,No,No
27489.35,978.52,Yes,Yes
22989.59,900.88,No,No
33423.04,629.4,No,No
30641.42,33.79,No,No
28557.53,1063.39,No,Yes
23801.51,1450.6,Yes,Yes
37778.5,969.83,No,Yes
55571.29,425.44,No,No
35382.68,856.92,No,Yes
46802.23,174.57,No,No
14975.61,1347.12,No,Yes
35621.06,874.96,No,Yes
18881.4,0.0,Yes,No
13819.25,689.93,No,Yes
23656.0,1059.47,No,No
49413.36,674.27,No,No
46187.36,701.92,No,Yes
36757.95,243.11,No,No
13075.37,1109.41,No,Yes
30899.2,521.7,Yes,No
37540.77,0.0,No,No
35858.13,655.79,Yes,No
8926.32,1309.96,Yes,Yes
21642.83,648.21,No,No
32662.39,1676.05,Yes,Yes
40669.51,1042.87,No,Yes
4227.24,999.23,No,Yes
31354.75,773.26,No,No
35424.84,802.34,No,No
44848.28,707.95,No,No
42757.64,689.16,No,Yes
41286.75,1092.16,No,Yes
22848.19,382.7,Yes,No
8069.98,314.95,No,No
28274.86,292.07,No,No
46875.76,1824.87,No,Yes
52101.5,1091.9,No,Yes
42993.59,982.66,No,No
39243.12,323.84,No,No
38580.25,1136.89,No,Yes
26100.04,778.98,No,Yes
31782.39,938.97,No,No
55777.38,362.97,No,No
20946.1,912.89,Yes,Yes
55053.3,630.36,No,No
29222.11,465.04,No,No
51194.29,1190.46,Yes,No
14754.31,91.57,No,No
41331.2,1108.56,No,Yes
23690.7,1166.46,No,Yes
14641.58,409.88,Yes,No
36431.59,438.57,No,No
46980.33,727.49,No,Yes
22248.02,971.79,No,Yes
13524.62,761.43,No,Yes
32292.07,1045.09,No,Yes
32350.88,1688.14,No,Yes
40829.94,589.78,No,No
46181.74,5.72,Yes,No
32724.58,1234.88,Yes,Yes
58263.85,1649.61,Yes,Yes
36507.62,1025.36,No,Yes
28896.71,309.22,No,No
12023.53,775.44,No,Yes
30013.91,294.33,No,No
29030.61,1146.33,No,Yes
46324.59,181.74,No,No
39685.14,690.19,Yes,Yes
17787.75,349.56,Yes,No
35814.36,896.72,No,No
42473.21,658.17,No,Yes
53896.35,920.87,No,Yes
45353.64,846.18,No,Yes
43664.41,358.11,No,No
34318.37,1138.6,No,Yes
38695.92,811.78,No,No
50181.65,357.21,Yes,No
15741.75,1919.33,No,Yes
28856.53,1065.82,No,Yes
23213.25,761.24,No,No
38573.77,1519.92,Yes,Yes
49924.47,1726.27,No,Yes
25555.15,765.06,No,Yes
1637.51,1003.41,No,No
28019.21,357.46,Yes,No
45700.0,764.17,Yes,Yes
40687.37,739.08,No,Yes
39227.72,924.77,No,Yes
29782.73,996.33,Yes,Yes
16458.57,1106.16,No,Yes
40389.48,950.32,Yes,No
22390.18,249.72,No,No
62646.3,381.42,No,No
41125.85,571.07,No,No
25772.89,698.85,No,Yes
25362.95,1343.64,No,Yes
32277.4,272.84,No,No
30322.76,662.48,No,No
48412.21,1296.35,No,No
36003.23,690.32,No,Yes
23759.23,1058.08,No,Yes
58729.81,767.87,Yes,Yes
34174.63,959.58,Yes,No
43771.01,724.86,No,No
25405.08,1158.04,No,Yes
38359.87,88.01,Yes,No
37666.27,659.63,No,No
8314.75,978.83,No,Yes
60394.72,1093.52,No,No
50730.33,1557.53,Yes,Yes
28219.61,646.23,No,Yes
18816.03,1551.01,No,Yes
38152.43,516.59,No,Yes
34673.29,1478.05,Yes,Yes
38260.56,1230.79,No,Yes
36072.07,393.52,No,No
40268.74,983.89,No,Yes
52819.72,810.59,No,Yes
41093.79,1137.97,No,No
19517.74,727.37,No,Yes
51689.5,686.75,Yes,Yes
55397.88,1497.61,No,Yes
74000.0,787.62,Yes,No
18532.96,1235.12,Yes,Yes
36756.32,726.37,No,No
5748.05,1641.55,No,Yes
40894.35,507.25,No,No
26205.65,538.3,No,No
59170.0,1572.79,No,Yes
23185.96,620.14,Yes,No
10988.37,1609.83,Yes,Yes
27231.76,1266.76,Yes,Yes
7169.92,760.56,No,Yes
43534.41,0.0,Yes,No
5974.99,826.03,No,Yes
33896.54,884.53,No,No
5805.22,1399.96,Yes,Yes
29245.19,1603.72,Yes,Yes
55434.73,504.03,No,Yes
38326.96,1222.91,No,Yes
22000.59,1205.6,No,Yes
33100.84,1354.59,No,Yes
33757.29,1076.59,No,Yes
39820.47,0.0,No,No
15287.21,760.19,No,No
41420.07,276.34,No,No
800.0,737.37,No,Yes
25116.23,1309.41,No,Yes
27004.89,982.97,No,Yes
41963.68,1390.71,No,Yes
33818.83,1000.68,Yes,No
14771.01,207.36,No,No
20380.15,0.0,No,No
36166.8,907.35,No,No
32462.48,731.89,Yes,No
25793.22,362.81,No,No
27104.12,12.76,Yes,No
42801.79,479.97,Yes,No
26612.53,741.29,No,No
32342.13,1157.46,No,No
62457.44,926.61,No,No
14529.34,1613.21,No,Yes
8818.97,334.44,No,Yes
43967.74,1261.55,No,Yes
24465.94,858.25,No,Yes
29272.67,1171.39,Yes,Yes
23098.72,624.22,No,No
30052.05,1353.75,No,No
54836.7,978.17,No,No
44214.99,506.72,No,Yes
45016.47,829.55,No,No
14628.78,719.49,Yes,No
18164.06,1071.99,No,Yes
800.0,264.7,Yes,Yes
22722.29,821.17,Yes,No
46276.55,1026.58,No,Yes
40411.52,851.34,No,Yes
30562.68,1486.9,Yes,Yes
33219.58,1209.77,No,No
24329.33,831.75,No,Yes
36247.87,940.18,No,Yes
43731.52,978.39,No,No
11965.92,1030.45,No,Yes
37513.4,0.0,No,No
45952.88,689.52,No,Yes
27980.81,117.33,No,No
42862.24,1453.69,No,Yes
71056.05,805.94,No,No
32125.38,741.85,Yes,No
38762.54,1269.16,Yes,Yes
23673.53,1039.65,No,Yes
35934.35,289.44,No,No
39655.64,801.07,No,No
36115.61,673.25,No,No
19917.32,0.0,No,No
36269.25,501.48,No,No
53018.31,746.59,No,No
39500.46,779.77,No,No
46347.02,118.4,Yes,No
30355.97,1392.44,Yes,No
43518.42,785.98,No,Yes
37241.6,853.53,No,No
20834.7,1029.16,No,No
37765.11,454.17,Yes,Yes
20290.74,1056.11,Yes,Yes
25076.28,657.81,No,Yes
36042.07,401.68,No,No
37481.35,1112.75,No,Yes
17656.21,1556.91,No,Yes
47574.01,1185.98,No,Yes
41145.85,1281.82,No,Yes
24118.04,583.54,No,No
13010.23,62.59,No,No
31584.41,1556.16,No,Yes
27569.45,1829.16,No,Yes
35025.95,1581.64,No,Yes
28674.11,672.95,Yes,No
6743.55,276.86,No,Yes
28337.62,319.89,No,No
29440.96,20.93,Yes,No
41968.14,783.43,No,No
24205.11,1612.05,Yes,Yes
55905.48,766.85,No,No
8021.45,981.61,No,Yes
51004.04,1500.76,Yes,Yes
30525.26,639.91,No,No
44981.28,1819.98,No,Yes
34581.31,1798.97,No,Yes
48715.25,771.95,No,Yes
28350.75,556.01,No,Yes
18864.7,1172.63,No,Yes
52462.27,667.27,No,No
32003.51,275.93,Yes,Yes
36471.93,1455.12,No,Yes
49984.89,1423.78,Yes,Yes
19753.81,910.59,No,Yes
41459.06,224.51,No,No
25649.57,240.64,Yes,Yes
31754.26,887.24,No,No
34480.98,593.58,Yes,No
13508.54,670.38,No,Yes
23129.65,1329.7,No,Yes
51536.26,1190.02,No,Yes
45336.13,1501.99,No,No
32681.58,356.2,No,No
36759.54,669.36,No,No
29592.69,1202.5,No,Yes
51609.75,1052.11,No,Yes
30844.9,1576.6,No,No
36609.08,1038.79,No,Yes
48801.6,1729.32,No,Yes
23149.2,1096.58,No,Yes
54306.57,1349.15,No,Yes
13105.24,678.88,No,No
55251.54,842.28,Yes,Yes
28546.63,1276.0,No,No
30280.13,1615.58,No,Yes
8309.93,1188.11,No,Yes
27451.4,795.14,No,No
19649.1,1501.6,No,Yes
25412.82,0.0,No,No
31685.68,147.42,No,No
46291.07,1165.08,No,Yes
36285.81,842.19,Yes,No
37620.48,1128.26,No,Yes
18906.06,866.52,No,No
21770.38,1111.54,No,No
57506.6,441.44,Yes,No
23711.62,1111.32,Yes,Yes
55605.85,1316.38,Yes,No
30275.29,1425.76,Yes,Yes
33547.51,1809.35,No,Yes
47792.46,953.44,No,Yes
50480.23,967.86,No,No
32039.09,98.6,No,No
28339.0,578.32,No,Yes
32771.19,741.97,No,No
38024.34,1343.42,No,Yes
45404.32,539.82,No,No
33573.41,1220.57,No,Yes
41771.09,834.59,No,No
55367.8,749.67,Yes,No
38602.53,955.76,No,Yes
37673.51,646.16,No,No
13259.29,627.84,No,No
800.0,10.75,No,No
38696.77,715.43,No,No
32252.33,603.2,Yes,No
26651.34,585.78,No,No
36764.96,1037.02,Yes,No
32711.4,1153.96,No,No
48558.21,947.68,No,Yes
34665.46,1316.86,Yes,Yes
23555.28,1113.78,No,Yes
46722.85,692.65,Yes,No
30621.12,611.48,Yes,No
40539.42,986.69,No,Yes
27149.77,1112.91,Yes,Yes
24850.26,1511.52,No,Yes
34639.55,1411.55,Yes,Yes
33688.1,573.45,Yes,No
39916.45,786.03,No,No
29934.07,1159.95,No,Yes
9025.47,1351.97,Yes,Yes
27745.09,1289.56,No,Yes
44104.16,804.47,No,Yes
29550.9,228.79,No,No
30230.98,352.17,Yes,Yes
46672.3,967.25,No,Yes
24021.41,1000.91,No,Yes
12940.63,303.93,Yes,No
31374.66,856.93,No,Yes
27059.57,1140.7,No,Yes
20630.17,278.51,No,No
31177.98,1369.87,No,Yes
40072.21,652.75,No,No
33393.12,1443.69,No,Yes
37611.21,577.33,No,Yes
57702.42,338.78,No,No
28944.02,613.76,No,No
37229.34,789.35,No,No
26725.62,647.46,No,No
22229.1,730.89,No,No
25716.09,996.91,Yes,Yes
27131.8,752.57,No,Yes
38311.33,803.39,No,No
64846.62,8.6,No,No
23967.13,1024.84,No,No
27960.47,792.22,No,No
32675.13,1614.28,Yes,Yes
38795.77,380.89,No,No
37031.98,0.0,Yes,No
50642.99,1134.34,No,No
1156.21,1002.99,No,Yes
1682.52,347.58,Yes,No
26903.47,95.42,No,No
48151.69,1579.02,No,Yes
12635.95,1519.39,No,No
800.0,0.0,No,No
41134.82,613.72,No,No
36766.66,1640.36,Yes,Yes
18976.89,605.09,No,No
20372.86,598.06,No,No
20583.53,698.6,No,Yes
34991.21,293.18,Yes,No
25163.83,10.75,No,No
40106.33,1344.5,No,Yes
800.0,0.0,No,No
22089.17,954.98,Yes,No
18498.82,1264.22,No,Yes
30098.18,133.4,Yes,No
26341.06,388.29,Yes,No
44157.84,1422.2,No,Yes
8719.03,1093.14,No,Yes
34123.72,536.78,No,Yes
40963.53,1416.91,No,Yes
58279.11,1418.98,No,Yes
27091.69,965.51,No,Yes
37844.3,399.95,No,No
9458.88,635.38,No,No
1615.48,973.9,Yes,No
44783.76,744.14,Yes,No
33442.84,1289.55,No,No
49234.82,95.4,No,No
15199.93,112.58,Yes,Yes
40450.93,922.86,No,Yes
58441.42,597.61,No,No
39114.61,532.06,No,No
37205.77,0.0,Yes,No
33631.11,844.82,No,No
12566.15,809.85,No,Yes
51596.28,1151.46,No,Yes
25369.99,868.7,Yes,No
40245.29,771.23,Yes,No
12670.81,1404.7,No,Yes
17786.55,200.52,No,No
52656.76,1094.83,No,No
28885.03,27.02,No,No
52899.34,429.85,No,No
32473.64,248.8,Yes,No
8951.61,1213.6,No,Yes
45414.51,803.73,Yes,Yes
25649.61,828.84,No,No
42835.41,300.03,No,No
33853.24,690.41,No,Yes
12936.43,466.07,Yes,No
35708.2,1020.85,Yes,No
62808.03,355.97,No,No
40091.96,1478.6,No,Yes
32749.89,24.87,No,No
47858.85,445.25,No,No
36326.69,1646.65,No,Yes
36311.56,624.89,No,No
18958.0,199.35,Yes,No
36635.83,941.34,No,Yes
47326.71,605.42,No,No
22366.44,431.05,No,No
52515.5,305.29,No,No
32293.92,2174.46,Yes,Yes
21676.82,713.69,Yes,Yes
46822.42,0.0,Yes,No
29692.03,1557.89,No,Yes
43646.65,1130.95,No,No
29625.82,464.62,No,Yes
32719.1,384.01,Yes,No
40099.61,1161.14,Yes,No
37396.69,715.93,Yes,Yes
6902.59,0.0,No,No
18562.97,1699.88,Yes,Yes
45912.54,625.44,Yes,No
31754.69,1558.79,No,Yes
26532.0,1453.76,No,Yes
15397.7,351.17,No,No
19116.56,1335.13,Yes,Yes
6552.27,520.26,No,Yes
32166.22,0.0,No,No
25535.64,629.99,Yes,No
20625.62,1027.71,Yes,Yes
32608.44,611.54,No,Yes
38371.28,686.85,No,No
61433.98,1388.52,Yes,Yes
13353.01,886.88,No,Yes
48979.66,427.46,No,No
46495.26,1174.95,Yes,No
23126.24,930.99,No,Yes
36227.56,0.0,No,No
27413.55,1042.57,No,Yes
35993.53,1024.9,No,Yes
53644.28,845.1,Yes,Yes
41593.97,1266.69,Yes,Yes
40300.31,510.13,No,No
27777.96,998.14,No,No
13724.14,77.42,No,No
30736.66,1032.28,No,Yes
49609.53,1780.08,No,Yes
13149.16,354.15,No,No
19445.27,467.85,No,Yes
35201.03,491.93,No,Yes
20384.66,898.25,No,Yes
22947.11,321.17,Yes,No
27867.47,1039.13,No,No
15303.76,1244.99,No,Yes
20525.14,1093.84,No,Yes
42898.62,0.0,No,No
16080.61,1316.74,No,No
12206.18,1288.78,No,No
25114.36,1236.93,Yes,Yes
43279.09,1015.72,No,No
30890.65,941.88,Yes,Yes
27320.88,1334.75,No,Yes
34108.61,1765.79,Yes,Yes
10234.5,374.37,No,No
40114.89,1356.87,No,Yes
38630.87,793.67,No,No
28058.05,772.65,No,Yes
46933.02,92.13,No,No
18479.58,697.61,No,Yes
48559.92,352.98,Yes,No
35577.48,611.0,No,Yes
29028.4,304.17,Yes,No
33251.95,618.23,No,No
32086.41,638.93,No,No
49791.91,882.17,Yes,No
19157.33,54.3,No,No
23347.28,136.16,No,No
47338.17,1010.43,Yes,No
25574.35,449.64,No,No
45527.41,1355.13,No,Yes
56182.38,944.34,No,Yes
28158.26,1128.87,No,Yes
42604.33,1517.74,No,Yes
18130.21,685.56,Yes,No
43582.88,557.49,No,No
36176.72,1257.02,No,Yes
39825.91,1081.83,No,Yes
24907.01,744.76,No,Yes
11363.13,1508.43,No,Yes
40228.87,732.71,No,No
5997.39,851.22,No,Yes
29284.5,845.64,No,No
46069.54,383.3,No,No
36076.34,872.9,No,Yes
59502.05,1511.0,No,No
47188.88,1050.61,No,No
24795.96,850.4,No,Yes
33881.28,757.12,Yes,No
32885.22,995.41,Yes,Yes
12415.51,1198.04,No,Yes
20974.9,1130.06,No,Yes
26038.13,674.84,Yes,No
6359.93,992.47,No,No
34150.42,1067.52,No,Yes
30195.13,348.18,Yes,No
11205.61,916.74,No,Yes
38907.99,0.0,No,No
43064.59,1068.78,Yes,No
36544.96,1154.78,No,Yes
29194.9,1196.97,No,Yes
41405.06,644.28,No,No
42589.1,984.86,No,No
37616.84,1524.15,No,Yes
22519.15,1519.22,No,Yes
37206.02,821.26,No,No
49461.13,902.76,No,No
25559.76,1372.73,No,Yes
61497.22,109.42,No,No
26506.66,679.1,No,Yes
33949.21,1481.4,No,Yes
24548.06,1307.08,Yes,Yes
36494.76,1013.99,Yes,Yes
10280.99,106.98,No,No
26234.44,811.23,No,No
18951.38,550.02,No,Yes
35322.01,995.5,No,No
46779.94,443.88,Yes,No
42132.78,339.22,No,No
1886.18,0.0,Yes,No
60752.08,1426.37,No,Yes
37455.15,642.0,No,No
23160.83,911.38,No,Yes
35612.62,834.29,No,Yes
35866.84,319.04,Yes,No
24623.24,226.35,No,No
36156.61,349.09,Yes,No
25415.14,485.57,Yes,No
28124.02,1012.7,Yes,No
24364.1,450.47,No,No
14409.46,1680.16,Yes,Yes
35462.02,1332.21,No,Yes
41323.14,1226.38,No,No
40384.0,777.49,No,No
44452.34,1567.84,Yes,Yes
37842.73,729.92,Yes,No
26412.04,820.25,No,Yes
44715.6,917.59,No,No
15411.79,1174.85,Yes,Yes
21504.75,1143.45,No,Yes
20657.46,605.55,No,No
47921.71,577.56,No,No
46090.97,1144.9,No,No
40016.19,1181.34,No,No
47813.33,645.1,No,No
21790.01,67.63,No,No
38166.21,735.09,No,Yes
31847.55,1136.98,No,Yes
44811.87,1708.67,No,Yes
31980.25,255.91,No,No
28383.02,629.03,Yes,No
40731.1,647.01,Yes,No
45202.47,1491.19,No,Yes
24603.28,818.47,No,No
32702.43,396.49,No,No
19400.58,1105.62,No,No
800.0,639.64,No,Yes
36190.53,243.12,Yes,No
41637.97,403.53,No,No
37012.19,1674.14,No,Yes
7515.7,1021.22,No,Yes
28837.72,887.49,No,Yes
3930.9,714.49,Yes,No
51784.7,976.69,No,No
19032.29,970.92,No,Yes
50260.32,976.69,Yes,No
46132.06,890.92,No,Yes
21505.83,1255.62,No,Yes
18409.05,846.55,No,Yes
38189.89,362.33,No,No
22256.25,539.13,No,No
34883.84,0.0,No,No
27077.53,1815.76,Yes,Yes
9761.69,1252.69,No,Yes
3769.25,433.86,Yes,No
36540.29,699.04,No,No
26027.5,527.31,No,Yes
26140.44,1581.52,No,Yes
42797.74,148.56,No,No
49167.2,890.74,Yes,No
29882.07,782.87,No,No
28974.44,1235.32,No,Yes
40187.41,785.06,No,No
15419.55,0.0,No,No
36493.19,713.9,No,No
40877.5,365.13,No,No
42589.23,873.86,No,Yes
7686.53,1529.1,No,Yes
23362.8,0.0,No,No
21803.6,448.29,No,Yes
34849.19,568.03,No,Yes
39928.69,650.77,Yes,Yes
53478.63,1193.38,Yes,Yes
26915.65,751.42,No,Yes
26880.88,1036.5,Yes,No
48850.18,532.68,Yes,No
37472.45,946.59,No,Yes
50423.67,1211.6,Yes,No
37367.77,481.15,No,No
18084.54,1213.32,No,Yes
15737.07,860.7,No,Yes
12824.48,1341.07,Yes,Yes
42346.79,737.94,No,Yes
49369.32,1019.78,No,No
58181.94,815.73,No,No
44761.5,788.83,No,Yes
49025.78,960.62,Yes,No
25781.32,1095.03,No,Yes
18093.88,230.94,Yes,No
44854.51,1528.83,No,Yes
39087.61,0.0,No,No
34949.99,504.12,No,No
38683.37,789.77,No,No
37827.32,1034.83,No,No
50639.27,1597.78,No,Yes
50788.22,0.0,No,No
40775.27,589.79,No,No
44797.47,0.0,No,No
40373.05,850.67,No,Yes
27366.38,966.79,No,No
43607.3,1604.85,No,Yes
14918.62,893.72,No,Yes
47572.75,1340.38,Yes,Yes
17585.65,1117.78,No,Yes
37328.76,624.84,Yes,No
22245.18,153.84,No,No
40897.55,968.39,No,No
33064.54,113.63,No,No
12247.74,1461.87,No,Yes
39127.87,756.98,No,Yes
25809.27,1413.49,No,Yes
45268.85,603.09,No,No
33534.68,965.42,No,Yes
38790.73,936.63,No,Yes
20745.9,813.58,No,No
25657.08,626.09,No,No
27400.14,1025.2,No,Yes
44942.84,387.38,No,No
55888.18,250.35,No,No
22778.42,1436.54,No,Yes
47878.92,1187.11,No,No
4580.01,867.24,No,Yes
17590.1,1640.82,No,Yes
20729.77,705.85,No,No
15478.59,1475.17,Yes,Yes
12396.68,920.3,No,Yes
39025.17,339.69,Yes,No
30661.98,1729.29,Yes,Yes
38577.13,1314.59,Yes,Yes
42725.83,776.83,Yes,Yes
37059.53,1187.11,No,Yes
42289.59,640.09,No,No
32589.65,1236.44,No,Yes
17686.07,0.0,No,No
47625.07,342.08,No,No
25660.01,1309.05,No,No
21038.95,714.61,No,No
31144.11,935.76,No,Yes
21342.84,183.92,No,No
27949.73,1729.2,Yes,Yes
38105.65,1411.24,Yes,Yes
38162.83,738.3,No,No
21542.64,639.61,No,No
27012.47,1333.4,Yes,No
47845.38,1794.31,Yes,Yes
40137.49,1296.71,Yes,Yes
61192.14,1885.89,No,Yes
49256.37,389.22,No,No
48778.44,439.02,No,No
15007.0,260.27,Yes,No
43704.61,1049.05,No,No
32808.71,920.31,Yes,Yes
26168.56,761.87,No,No
35757.82,1226.82,Yes,Yes
46123.29,1431.46,No,Yes
40196.59,97.39,No,No
21800.79,546.61,No,No
43419.17,1232.08,No,Yes
25013.49,609.12,No,Yes
36406.9,449.27,Yes,No
29471.22,1328.05,No,Yes
30597.98,211.63,No,No
43736.38,689.49,No,No
19643.94,994.34,No,Yes
59460.07,557.81,No,No
9229.18,1214.19,No,Yes
25545.91,560.2,Yes,No
38454.52,1516.73,No,Yes
41310.0,774.55,Yes,No
32176.96,1160.07,No,No
32751.58,1196.23,No,No
38992.51,531.82,Yes,No
30435.23,0.0,No,No
52097.86,1009.87,No,Yes
44711.4,870.34,No,Yes
45157.86,1104.23,Yes,Yes
20631.37,725.8,No,No
32458.2,627.17,No,No
29509.69,1806.89,No,Yes
20105.29,123.18,No,No
38320.51,1190.39,Yes,No
26346.42,557.43,No,Yes
42258.12,672.95,No,No
19243.86,681.98,No,Yes
56443.84,446.74,Yes,No
21562.61,1111.68,No,Yes
36441.84,1508.04,No,Yes
44078.03,1062.72,No,Yes
25906.37,885.38,No,No
44886.37,358.22,No,No
17123.38,1085.36,No,Yes
52883.89,1878.42,Yes,Yes
33705.71,651.22,No,Yes
25562.66,653.5,No,Yes
29526.81,563.97,No,No
44305.56,598.64,Yes,No
25722.12,0.0,No,No
23522.82,1031.29,No,No
30562.37,426.37,Yes,No
17819.86,56.47,No,No
57797.59,1199.7,No,Yes
25963.0,311.99,Yes,No
44608.27,671.55,No,Yes
36310.7,1544.7,No,Yes
20386.27,153.72,No,No
33437.58,94.04,Yes,No
43973.25,965.64,No,No
31006.16,1391.39,No,Yes
49429.55,73.85,No,No
47140.95,1032.57,No,Yes
45772.57,1116.41,No,Yes
27386.56,0.0,Yes,No
19115.14,1221.61,No,Yes
25333.58,1259.39,No,Yes
36134.27,684.56,No,Yes
40796.16,1441.14,No,Yes
4554.75,1385.08,No,Yes
33408.79,885.25,No,Yes
35625.44,617.0,No,No
29815.39,364.8,No,No
50738.72,817.2,Yes,No
39142.28,1110.97,Yes,No
50991.03,678.56,No,No
30636.73,0.0,No,No
46020.14,1449.06,No,Yes
55323.88,927.38,No,Yes
51011.06,651.74,No,No
18951.11,1249.99,No,Yes
30133.72,1572.85,No,Yes
28913.54,0.0,Yes,No
40042.19,1045.43,No,Yes
42670.9,145.29,No,No
22328.69,1076.79,No,No
34421.76,897.25,Yes,Yes
6577.23,1142.88,Yes,Yes
52748.22,593.88,No,No
26683.46,0.0,No,No
34262.06,617.52,No,Yes
29387.2,1032.17,No,Yes
48801.57,1326.53,No,No
800.0,268.54,No,Yes
33295.47,1332.17,No,Yes
32105.7,521.99,Yes,No
27466.85,1010.69,No,No
56539.68,588.73,No,No
21682.69,923.49,No,Yes
43810.45,1266.78,No,No
38268.34,241.85,Yes,No
50341.88,506.49,No,No
24618.7,924.84,No,Yes
23741.39,1997.04,No,Yes
48135.28,417.84,No,No
39189.51,1822.2,No,Yes
12912.17,1804.93,No,Yes
26324.29,788.3,No,No
38670.19,691.15,No,No
44690.26,500.61,No,No
24458.1,802.38,Yes,No
800.0,154.93,Yes,No
40495.23,798.49,No,No
17241.58,1559.43,Yes,Yes
6611.75,539.78,Yes,Yes
800.0,718.93,No,Yes
44373.06,12.51,Yes,No
35232.37,1016.31,Yes,No
30507.42,963.3,No,Yes
52042.42,866.18,No,No
42017.0,730.49,No,No
55073.59,693.76,No,No
14942.09,1078.14,No,No
33056.2,821.43,No,No
11954.89,987.73,No,Yes
30457.73,939.36,No,Yes
30201.21,1378.78,No,Yes
41874.15,1162.84,No,Yes
34124.69,928.66,No,Yes
41831.38,1569.85,Yes,No
42898.78,1038.66,No,Yes
62257.28,1466.59,Yes,Yes
29311.89,1128.95,No,Yes
20966.58,0.0,No,No
36799.02,1466.53,No,Yes
22816.99,900.76,Yes,Yes
53281.91,810.24,No,No
29739.72,971.46,Yes,No
25973.91,668.5,No,Yes
27231.06,945.19,No,Yes
43098.53,549.07,Yes,No
31413.13,1451.75,No,Yes
24959.09,780.43,Yes,Yes
55727.8,650.31,No,Yes
22098.26,387.97,Yes,Yes
33991.34,965.38,Yes,Yes
42216.81,925.88,Yes,Yes
11759.88,1023.25,Yes,No
39922.23,338.48,No,No
19445.03,60.86,No,No
44490.45,1137.97,No,Yes
20678.12,1553.51,Yes,Yes
42756.46,338.91,No,No
48265.5,1604.2,No,Yes
45005.98,972.7,No,No
36868.81,831.95,No,No
30432.14,643.07,No,No
25829.29,165.66,Yes,No
53136.19,1313.14,No,Yes
24187.83,460.2,No,Yes
19685.65,458.17,No,Yes
42391.03,1315.17,Yes,No
22898.92,0.0,Yes,No
20846.0,98.39,No,No
14263.65,826.6,Yes,Yes
27076.43,977.23,Yes,Yes
32413.83,1069.84,No,No
36759.11,689.39,No,No
46204.57,2059.34,No,Yes
40544.24,725.14,Yes,No
30971.34,723.74,No,Yes
30873.66,449.86,Yes,No
40320.97,895.3,No,Yes
50489.27,1132.83,No,Yes
